SentimentValue,SerialNumber,Tweet,,,,,,
0,990,"&quot;On popular music&quot; by T.W.Adorno is probably the most difficult reading ever prescribed, I'm actually struggling to continue ",,,,,,
0,991,"http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone",,,,,,
0,992,"We've been good. I'm not liking the snow right now, was getting used to the nice Spring-like weather.  How about you?",,,,,,
0,993,@brian_armstrong What a pity YouTube is currently blocked in China.  I can't see the vids. ,,,,,,
0,994,@margaretcho what happened to your show it was the hightlight of my life ,,,,,,
0,995,This is the best leather sofa in the world!  It's in the office though which means I'm still here working ,,,,,,
0,996,Still 3 more days until my Internet gets uncapped ,,,,,,
0,997,"If he doesn't get better in a few days, he could have something lodged in his belly ",,,,,,
0,998,i Love my atekinzz so much. &amp,&amp, i soo miss her.. ,,,,
0,999,I wanna sneak into the zoo and play with the kitties ,,,,,,
0,1000,@lolitariot oh no  hope you're not getting sick too!,,,,,,
0,1001,@alejandralei i dont think i can cause its my cousins birthday party ,,,,,,
0,1002,"Our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  Poor baby, he missed them so much today!",,,,,,
0,1003,the angel is going to miss the athlete this weekend ,,,,,,
0,1004,trust is hard ,,,,,,
0,1005,have watched that considering today. yaknow. shawnna tomomorrow,i need my bestfriend ,,,,,
4,1006,"@willkuhn Granular synth tutorial = cute  Oh, and very informative, too.",,,,,,
4,1007,100 followers - that is exciting ,,,,,,
4,1008,"@paul_e_wog haha, I dunno about the gay..I read it more in a Strong Bad voice. ",,,,,,
0,1009,Grr i want to keep reading but if i do i wont have anything left to read ,,,,,,
0,1010,"atekinzz, where in the world are you?? ",,,,,,
4,1011,Trying out the new Riedel glasses ,,,,,,
0,1012,@RumLover No! u supposed to be my date ,,,,,,
4,1013,@JonathanRKnight I am beginning to think that you are now finally Twiverted ,,,,,,
4,1014,"Hungry! Hungry hungry hungry. Starvin' like Marvin. Only, he isn't starvin' anymore, I just fed him his nightly fish-food ",,,,,,
0,1015,"pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats ",,,,,,
4,1016,@noarmsjames my lovely man is cooking me dinner and then we're going for a walk ,,,,,,
4,1017,@RumLover if more than one lady agrees to attend with with you then I am fine with it! ,,,,,,
4,1018,I'm getting ready to drink tea.. Emma's gonna eat some Rice meal. ,,,,,,
0,1019,Crap. I need more dresses too. ,,,,,,
4,1020,@DonnieWahlberg you make me smile ,,,,,,
4,1021,@lucky_23 Your avatar is teh purdiness ,,,,,,
4,1022,"@jennifermf totally know what u mean!this late night stuff has been 2 my detriment 4 YEARS,lol;society is discriminatory toward night ppl ",,,,,,
4,1023,Survived the night time gherkins.  Heads swimming with ideas this morning.  Only a few of them are actually workable. Time to get busy! ,,,,,,
4,1024,I'm on brookes computer on piczo and twitter watching viva la bam. ?luv it? its 1:00 am and still in my skinny jeans. ,,,,,,
0,1025,@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. ,,,,,,
4,1026,@angiekaybee yep i saw him in february and i get to see @dfcook on may 8th. looking forward to seeing him again ,,,,,,
0,1027,@Brodhe geez ur no fun are you ,,,,,,
4,1028,@youtube  check it out  my page subcribe updating soon http://www.youtube.com/user/KoolKidzBlock,,,,,,
4,1029,really hungry...so i grabbed some ice cream from the freeze. ,,,,,,
4,1030,I'm new and lost ,,,,,,
4,1031,@rveturis that is very sweet of you to say ,,,,,,
4,1032,@PhoneBoy I can't wait to read that. ,,,,,,
4,1033,My pinky toe has been broken for months. I should be concerned :| ,,,,,,
4,1034,goodnight everyone ,,,,,,
4,1035,I loved today ,,,,,,
4,1036,@EmilyCello Nessun realmente! ... I guess &quot,No! Davvvero!&quot, is what you mean ,,,,
0,1037,I wanna be in a punk rock band again ,,,,,,
4,1038,I noticed a lot of Apple product placement tonight  #hhrs,,,,,,
4,1039,class surprised me with a bday cake in Lit class. best bday surprise in a LOOOOOONNNNG while ,,,,,,
0,1040,@jyesmith That's a lot of angst for a Tuesday afternoon ,,,,,,
4,1041,@nikan Did it just begin to... reveal the true nature of the company? ,,,,,,
4,1042,@Twinnadryl lol freak session wit ya wifey eh? hah ,,,,,,
0,1043,I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over.  Next up...AP at Cook County!,,,,,,
4,1044,@ilvdbch yes I've met many a good one. The last one just kinda sucked ,,,,,,
4,1045,yeah guys i will totally bring dublin to the party. he would love the company. ,,,,,,
0,1046,has a huuuge headache! omg I feel like crap! ,,,,,,
4,1047,noches twitterricolsss ,,,,,,
4,1048,"@azmamakim Now I get to take Ash to and from school   Mornings will be crazy, but my kiddos will love it!",,,,,,
4,1049,@benhamin thank you ,,,,,,
4,1050,@hsumilo too much playing wii la ... dont bluff ,,,,,,
4,1051,@islandcubfree but of course bud ,,,,,,
4,1052,@hellhousemedia ok thank you for the modivation ,,,,,,
4,1053,@mandiebear I promise.I am so tired today I think it'll be an early one for me too. Tis 4pm &amp, I'm stuffed  #blib,,,,,
4,1054,"@Bncngoffthwlls Like the ones i have now, but am willing to look at other ones ",,,,,,
4,1055,@sarahmorrmorr having a marathon now!!!!! ,,,,,,
4,1056,@chasepino I wish I was as cool as you.. ,,,,,,
4,1057,is sitting around...wondering what's next!  ,,,,,,
4,1058,"@CheapyD sweet, new episode of cagcast, thnx cheapy ",,,,,,
4,1059,"Boredum.. can be, well.... boring. lol Still figuring out twitter.. HI Mitchel... lol sorry im bugging you but i only have 3 peeps so far ",,,,,,
4,1060,so sleepy. good times tonight though ,,,,,,
4,1061,@DonnieWahlberg My kids get up and wish you a good morning  They don�t know what time it is in america ,,,,,,
4,1062,@NickityNatNat Color it purple! ,,,,,,
4,1063,"@Lee_Knight lmao! thanks Lee XD, would u like to join in our craziness as well lolol  ROFL come &amp; join we don't bite.. not hard anyway! ;)",,,,,,
4,1064,back in kY!! ,,,,,,
4,1065,@ddlovato I saw u were on and I just wanted to say hi! U r an amazin person + an inspiration.Thank you so much! I hope I can meet u 1 day ,,,,,,
4,1066,@AK_NG you are not insane your husband tho not to sure ,,,,,,
4,1067,"@Skiddybabyyy baha. leave it to them to start a fight ,, grr, oh well atleast it makes for amazing entertainment ",,,,,,
4,1068,@RightNowRadio here's one more music to cool it down.  ? http://blip.fm/~3x99s,,,,,,
4,1069,@ferretfreakx4  I had so much fun tonight!    And I'm totally stealing all your pictures when you upload them.  hehehe,,,,,,
4,1070,@turtlebus i want a seahorse. ,,,,,,
4,1071,"@ddlovato , i lovee you  check out hermans hermits. old, but classic group  i got like 4 of their songs stuck in my head  reply? &lt;3",,,,,,
4,1072,@erin2011 If you have any questions about journalism don't hesitate!   Good luck with everything!,,,,,,
4,1073,@nicolerichie that was my favorite show/series when i was little! ,,,,,,
4,1074,hi Dianna ...this is so cool ... i just recently started twittering ,,,,,,
4,1075,"@briancrouch yeah, you and i are both rockin' bothell. maybe i'll see you at the next event or fred meyer's or something ",,,,,,
4,1076,"@JonathanRKnight HOWEVER, I'm NOT turning status updates on 4 u becuz I have insomnia &amp; u'll just wake me up. Only D is allowed 2 do that ",,,,,,
4,1077,@KevinRuddPM: you're a dead set legend! Please make the broadbands super fast I will love you forever. ,,,,,,
4,1078,"@jessewilson I just wasted 2 hours, when all I needed was that null  Thanks heaps - it works perfectly now.",,,,,,
4,1079,"soon, i'm going to bed ",,,,,,
0,1080,@Anistorm Sorry ,,,,,,
4,1081,@veronica78 guess i better make more tweets for @JonathanRKnight to give us a &quot,sweet&quot, bedtime story!  plz!,,,,
4,1082,is BAKING ! HAHAHA. With abby and nikki !  http://plurk.com/p/mzsld,,,,,,
0,1083,@cleders sorry...i was rooting for them too... ,,,,,,
4,1084,Wooohhooo the beach was awsome  .. haha i luve ..it The water was soooo cold .. went to seattle to Aqui bech or somethin like that =P,,,,,,
4,1085,@Wwailord mkay deal ,,,,,,
4,1086,@wmmarc great interview! Glad to see it ,,,,,,
4,1087,@JonathanRKnight A truly great place to eat is the Canteen in Ottumwa.  Loose meat hamburgers in a tiny cafe.  Everyone's friendly. ,,,,,,
4,1088,Uploading photos first before leaving ,,,,,,
4,1089,@ddlovato PLEASE FOLLOW ME DEMI!!! ,,,,,,
4,1090,"Coding on my Hp Mini 1000, I had said I won't this but this keyboard doesn't hurts  ",,,,,,
4,1091,@BkBap Ahhh sound advice. ,,,,,,
4,1092,"@abigaillovesyou LOL, well, that happens. But its worth it.  You've got me wanting to make a midnight run to the convenience store.",,,,,,
4,1093,@DaveB41 can you help? ,,,,,,
4,1094,"@GhostTheory sorry, I'm a little late on this response to the 'sample of EVP question'... which one are you referring to?   J",,,,,,
4,1095,@ddlovato Pollen and salt - daphne loves derby . = love. i love your little song tweets so i decided to send you on of my own ,,,,,,
0,1096,"Man, that took forever. ",,,,,,
4,1097,Finally almost home ,,,,,,
4,1098,it worked! Now i have this feeling that i might have to sleep outside... ,,,,,,
4,1099,"@point_moot Odd, I was just listening to the scotch_mist version of &quot;15 Step&quot; when you replied. ",,,,,,
4,1100,@shanzer22 i know right ,,,,,,
4,1101,So far kinda really liking Espresso over Dreamweaver. Handcoding html/css ftw ,,,,,,
4,1102,"@KnightOwl89 Sounds good,  I wish i could have done it but I'm determined to find them in the park. They better be in there!",,,,,,
4,1103,aaaaahhhh.... finally done. next stop zippy's. ,,,,,,
4,1104,"@WeTheTRAVIS &quot;Don't Speak Liar&quot; is my favorite of your songs, I'm looking forward to hearing it in Orlando  Get well soon!  ((((hugs))))",,,,,,
0,1105,@shandasaurus  I see.,,,,,,
4,1106,"@StacieLane Oh...well, never mind then.  lol But what if a guy you really liked had a mama like that?",,,,,,
4,1107,Ok bed time. I wish I didn't have an exam on thursday otherwise I would just go around harassing people to vote! lol. Night guys! ,,,,,,
4,1108,@kylefox No problem. Let me know if you know of anyone who's looking to get into photography and may be interested. ,,,,,,
0,1109,I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me.. ,,,,,,
4,1110,@JonathanRKnight  I totally agree!!! why r we limited on what we need to speak out about- i need more than 140! lol its sooo random ,,,,,,
4,1111,@MerCleve go to sleep. I hope u pee on yourself in the middle of the night.  I'd hate to have to beat u on the golf course tomorrow. ,,,,,,
0,1112,"Just got my presentation done, 23 slides done...  I'm crying for this week will be the hardest of all weeks.",,,,,,
0,1113,Just lost $160 ,,,,,,
4,1114,"Nooning The Wedding and Old Man Sharted and throwing moon pies as we venture to Macon, Georgia ",,,,,,
4,1115,Sent an email to one of my undergraduate professors - she replied back saying I made her day ,,,,,,
4,1116,"@RyanStar  Hey Ryan, just thought I'd say that u put on a great show in Radford Sunday night, &amp; I'm so glad I got to meet you! ",,,,,,
4,1117,@spencerordonez although we have lot work to do and cannot wait to start this project ,,,,,,
0,1118,I don't like the previously on skins thing that starts at season two. I like it when it went straight into the intro like before ,,,,,,
0,1119,@Houndour ...i wish i was there...i'm pretty good at scaring the shit out of people ,,,,,,
4,1120,Karaok� @ Figa on Mondays feels like a Gossip Girl episode! lots of fun. XOXO ,,,,,,
4,1121,"@GABBYiSACTiVE mmmmmm coffee please, LOL ",,,,,,
0,1122,Going to sound vain... but running out of my fav lip gloss ,,,,,,
0,1123,"@stuiy never again will I click on a link that screams, &quot;I'm a spider, I'm a spider&quot;. I should have known better. yucky ",,,,,,
0,1124,Why is that when you have time off from work you get sick? ,,,,,,
0,1125,@pratama Same iMac came out $320 more in Indonesia than the States. ,,,,,,
0,1126,Dammit... I need to stop buying furniture ,,,,,,
0,1127,@Miss_Sil no i was half asleep and turned off the laptop after that ,,,,,,
0,1128,"Death is peaceful,  life however, bites ",,,,,,
0,1129, i think @JonathanRKnight lost the net ? sure hope not,,,,,,
0,1130,"http://is.gd/r8Zf,  http://is.gd/r8Zy, and  http://is.gd/r8ZG - test footage with my girlfriend (in HD) The dark one is underxposed ",,,,,,
0,1131,Such a tough game to watch tonight for State  Finally going to bed after also staying up to watch the season premiere of the Hills!,,,,,,
0,1132,Seems jRuby support for hpricot is now two versions behind ,,,,,,
0,1133,@JinxCat Unlike my sister...I still don't have one ,,,,,,
0,1134,Fraking app store is pissing me off   http://tinyurl.com/c4ooho,,,,,,
0,1135,Logging out. I need to study.... ,,,,,,
0,1136,anyone else having problems accessing TTB??? I cant get on!!! ,,,,,,
0,1137,I strongly dislike people who make stupid comments and dont know the whole story ,,,,,,
0,1138,"@emmaketurah  i'm sorry Emma, is swarley a goldfish? i'm sad for u.",,,,,,
0,1139,"All my tweets are already gone, aren't they  Missed you guys tonight.",,,,,,
0,1140,Can't sleep again. Face is kinda swollen. Don't let me be allergic to the thing that'll get me to Thursday. School tomorrow? Doubtful. ,,,,,,
0,1141,"@Snick_the_Dog If Izzy's on the cat tree, she'll stare him down, but if she's on the floor, he chases and she runs. ",,,,,,
0,1142,I am officially banning godaddy.com from my comp. My head hurts from the small print AND I wasted $10 that could've happily gone to Boba ,,,,,,
0,1143,@HumanOpium pretty much just scary for me ,,,,,,
0,1144,@ilovepie mines too... I'm finding it well hard to get fit... ,,,,,,
0,1145,"Good morning! Ready 2 go, but I want 2 go back 2 bed ",,,,,,
0,1146,hates waiting for mails ,,,,,,
0,1147,wheat bread from the dollar store just doesn't toast nicely  going over my taxes and calling it an early night,,,,,,
0,1148,"Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but I'm still sad ",,,,,,
0,1149,@JonathanRKnight aw ok goonite....  ,,,,,,
0,1150,ill so i cant go to the cinema!! ,,,,,,
0,1151,Fell asleep . . . Really didn't mean too  *christina*,,,,,,
0,1152,"@KelleyRowe hey, you remember that time we used to be friends?? ;)  ugh. vomit. sick.  i need sleep ",,,,,,
0,1153,my lymph nodes are as massive as rahm emanuel's balls right now ,,,,,,
0,1154,Oh no my computer sucks. I don't think i'll be able to listen to the Xbox 360 Fancast tonite ,,,,,,
0,1155,is missing playing my trumpet ,,,,,,
0,1156,My throat is still really sore. I was meant to be going on a 5 day camp from Friday but not so sure now ,,,,,,
0,1157,@sasii I know exactly how you feel! ,,,,,,
0,1158,At work ,,,,,,
0,1159,Well bed time now. 1 am. *sighs* Back to 6 am mornings for a week on Wednesday. ,,,,,,
0,1160,@hert Jesus Camp? Yeah... ,,,,,,
0,1161,"@MaryBethune oh no! with everything that happened today, i forgot we were going dress shopping for the opera tomorrow. ",,,,,,
0,1162,Turtles are better than my Mac - lasts longer and moves faster ,,,,,,
0,1163,I am soaked. This is not pleasant ,,,,,,
0,1164,@ginayates Sorry to hear about Maggie.    Thoughts to your mum.,,,,,,
0,1165,"@ewarden, you may have to email this one to me  I hope you feel better.",,,,,,
0,1166,@miamiiboii dead @ yu gettin on wen im leavin ,,,,,,
0,1167,@arlenecd PLEASE TELL ME THAT'S SOMEWHERE CLOSE TO CALIFORNIA!!! LOL! ,,,,,,
0,1168,@phlaimeaux where are you? ,,,,,,
0,1169,stupid arranged marriages... i'll convert so you can marry me...love you! ,,,,,,
0,1170,"@emilyruppe Well he said that he is a looser, and that is what the show implies ",,,,,,
0,1171,fuck omg  austins always there though man &lt,3 love you,,,,,
0,1172,@nicolerichie I cried so hard when Matthew died ,,,,,,
4,1173,And so a down day on the market...happy my stocks held up ,,,,,,
4,1174,@garyphayes I don't know what I want. If you search SilkCharm Chocolate you'll see the recommendations... crowdsourced chocolate ,,,,,,
4,1175,im going to danniis party nd im gona dress up as a giant duck  yaay!!,,,,,,
4,1176,@emmajapan Congrats on being so quick for your double pass. Pls email your details to sales@fashionpalette.com.au to claim your tix. ,,,,,,
0,1177,sad that the 'feet' of my macbook just fell off : sad that the 'feet' of my macbook just fell off ,,,,,,
4,1178,@LisaNoelRuocco oh and i like your new hair too. i think it really suits you. ,,,,,,
4,1179,leave approved! europe here i come  thanks singapore airlines for the cheap flights ,,,,,,
4,1180,@starrkissed hope you feel better  J,,,,,,
0,1181,@chordsy - why am I the last to find out about these things? Like that you're on the twitter too. ,,,,,,
4,1182,@KittyBuffieKat  I havent but since you turned me on to it..I will  all of them! http://bit.ly/dRsN8,,,,,,
4,1183,"@tweetshrink Hah, yea, I suppose ;)  And I love the customer service!! ",,,,,,
4,1184,@dhollings Your TwitterTips bar runs like a dream on FF 3.0.8 ,,,,,,
4,1185,night twittys! i hope to dream of  johnny depp again ,,,,,,
4,1186,@Mgpotter You're cute ,,,,,,
4,1187,looooong day finally come to an end. as long as the bebes stay asleep. haha  bring on tomorrow!! B-),,,,,,
4,1188,@KingdomGuard @hothobolover I guess we will make him have guest appearance in ours then ,,,,,,
4,1189,"@aiorselvar A brand spanking new Aior, to boot ",,,,,,
4,1190,http://twitpic.com/2y3cc - new baawwnggggg!  but no green. sigh.,,,,,,
4,1191,signing off now  ttual,,,,,,
0,1192,@lovebscott absolutely not!! ,,,,,,
4,1193,@poptopvw Cool arent they? I love them  Makes life so easy!,,,,,,
4,1194,i fell of the tredmill today in sport ,,,,,,
0,1195,http://twitpic.com/2y3cf - Filled with curry  the true indian in me is coming out,,,,,,
4,1196,Look closely at the sign   ?,,,,,,
4,1197,"going to the sunshine coast on Thursday  should be pretty awesome, i can update my tan ",,,,,,
4,1198,@Cookcj I love reading your tweets but it would be nice to see your lovely mug when I read them. Where's your picture? ,,,,,,
4,1199,"Packing, then airport off to Alaska  Please don't lose my luggage AlaskaAir!!!",,,,,,
4,1200,"@ryuuenx no the other guys you mentioned, haha  its cool ive been posting up random stuff for the past hour&amp; been getting a kick out of it",,,,,,
