SentimentValue,SerialNumber,Tweet,,,,
4,895,"@united Thank you for the speedy response! I figured it may be something of that nature. You guys and your ""fine print,"" haha",,,,
4,896,"@SouthwestAir I got a flight at 11:55am on Thursday but looking for something tomorrow, anything available?",,,,
2,897,You know what ... RT “@JetBlue: Our fleet's on fleek. http://t.co/WJYAs2D94n”,,,,
2,898,@VirginAmerica Flight 0736 DAL to DCA 2/24 2:10pm. Tried to check in could not. Status please.,,,,
0,899,@united you can't say the flight is pulled in and departs in 2 mins if boarding hasn't even started! http://t.co/2IKbP8gxWi,,,,
0,900,"@USAirways horrible customer service, flying from Miami to Philadelphia, sent to Charlotte, now can't get out of Charlotte!",,,,
0,901,@JetBlue I don't believe so. That's not what the team has told us.,,,,
4,902,"@united New Apple crâpe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj",,,,
0,903,"@United no consistency, #Denver agents say no standby with checked baggage citing FAA. Your website policy says otherwise. #time2switch",,,,
4,904,@SouthwestAir got it squared away. Thank you. I had a man on the inside help me out!,,,,
2,905,Okay. RT @JetBlue: Our fleet's on fleek. http://t.co/6H5uEZH4cv,,,,
2,906,"@AmericanAir Thank you, but I'll be Cancelled Flighting my return flight, as I've already rebooked with another airline so I can get home today.",,,,
4,907,"@USAirways Frustrating days!No flights home, changed airlines. Thank you PHL USAirway employees &amp; @united for help getting me back to IAH.",,,,
2,908,@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,,,,
0,909,"@USAirways first flight Cancelled Flightled, connecting flight delayed so will completely miss next connection no response on hold 2 hrs HELP me",,,,
2,910,Welp. “@JetBlue: Our fleet's on fleek. http://t.co/kwUEk1uKbC”,,,,
0,911,"@united its been five days, I'm just asking you to clarify your policy on car seats. I don't want to have to take this higher up.",,,,
2,912,"@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG",,,,
4,913,@JetBlue thanks!! Great service in #T5 already! #lovejetBlue,,,,
0,914,@united Boston is all self service. Swipe yr own boarding pass at gate. Most difficult: Tag your own bag. Not easy! #ImproveTheProcess,,,,
0,915,@USAirways now you don't know where my luggage is?  Seriously?,,,,
4,916,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!,,,,
0,917,@JetBlue don't think any1 rly knows what's goin on. supposed 2 leave at 8:30a then 9a then 9:30a then 10a then 11a then 11:30a. Now 12,,,,
0,918,@USAirways I did they are busy,,,,
2,919,@AmericanAir the status on my itinerary says on request in red. What's that mean?,,,,
2,920,@USAirways i have a question. i need to talk to someone by email. Can you give me your email address? Thanks.,,,,
4,921,"@JetBlue we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.",,,,
2,922,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx,,,,
0,923,@JetBlue Are there airport-wide delays at BOS or did we just get unlucky with 152?,,,,
2,924,@AmericanAir are flights from Pensacola fl delayed flight 3670,,,,
2,925,@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,,,,
4,926,@JetBlue @ProfessorpaUL15 Always happy to help!,,,,
0,927,@USAirways 45 minutes and moved two feet in BZE. 👎 http://t.co/AwGjkjIIac,,,,
2,928,............. RT @JetBlue: Our fleet's on fleek. http://t.co/X7iLzqdwe2,,,,
2,929,"@USAirways yes, with Delta!",,,,
4,930,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,,,,
2,931,"@SouthwestAir Dang, if only practice was an hour Late Flightr today...",,,,
0,932,@JetBlue our flight out no Tv. Now our flight back not seated together. B6 620. Maybe our fault still no fun.,,,,
0,933,"@united right as we think we will take off, we stop to get de-iced. Why wasn't this done when the planes were sitting out all night?",,,,
2,934,@VirginAmerica wish you flew out of Atlanta... Soon?,,,,
2,935,@AmericanAir about when can I see a new American Airlines credit card to replace my USAIRWAYS dividend MasterCard?,,,,
4,936,@SouthwestAir Glad it was finally resolved too. Too bad I can't get a free voucher to go with mine so I can have a friend travel next time!,,,,
0,937,@USAirways over 2 hours and 14 minutes on hold and counting. Thanks for the help! #customerservice #brutal http://t.co/VsKXyAmnom,,,,
4,938,@SouthwestAir Thank you. I know ya'll can't control the weather. I appreciate ya'll working to get my flight rebooked the last two days.,,,,
4,939,"@SouthwestAir Hey yea I got thru...everything is good now (well, in 7-10 days when the voucher goes through)  Appreciate it!",,,,
2,940,@AmericanAir Did the policy change? I've seen people with hamsters and rabbits before.,,,,
0,941,@USAirways Round Two of being THE worst airline ever.,,,,
0,942,"@JetBlue If that was the case, why did your alert arrive so Late Flight? Four-hour delay? Don't buy it.",,,,
4,943,@USAirways Absolutely!! The staff was amazing!!,,,,
2,944,@united like continental's chicken feat fairs,,,,
0,945,"@united delayed because of salt on the floor from previous passengers? The 180 of just just want to fly, don't care about our shoes. Ua649",,,,
0,946,@USAirways F623 DEN:PHX. Serious display of poor customer service exhibited by flight crew today.   #newamericanairline #cheapslogannotmotto,,,,
0,947,@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.,,,,
0,948,@united so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter @theairhelper,,,,
0,949,@USAirways your service in Philly is unacceptable. Look into better service✌️ a 16 yr old shouldnt have a hard time http://t.co/WDAKTmr7Mj,,,,
2,950,@AmericanAir Will my us air points now be combined with yours?,,,,
0,951,@JetBlue seriously? System down? No IT?,,,,
4,952,@USAirways Thank you so much its been a very stressful day,,,,
0,953,"@JetBlue When it's 30 mins past scheduled time w/ no departure in sight a flight no longer qualifies as ""on time"" #updateyourwebsite #489",,,,
0,954,@SouthwestAir here's a first..both pilot and first officer in galley during flight...,,,,
0,955,"@USAirways After today,no reason 4 anyone to not approve merger with @AmericanAir,other airlines have no reason to fear losing business to U",,,,
4,956,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE,)🙏🙏🙏✌️✌️✌️🙏🙏🙏,,,
2,957,@AmericanAir #AmericanAirlines on approach to mex.... http://t.co/se57dmjHiW,,,,
0,958,@USAirways @British_Airways three hour flight delay. On the phone for 45min and counting.,,,,
0,959,"@USAirways , I am embarrassed for us air and their inability to manage during weather delays.handling of # 4435 is an example",,,,
0,960,"@united hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53, since we will miss our second flight to Kauai",,,,
2,961,“@JetBlue: Our fleet's on fleek. http://t.co/CXTTxV2lMP” 😒,,,,
4,962,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",,,,
0,963,@JetBlue get me home! Flight 2016 from buf to Bos is missing a captain!? Really!?,,,,
2,964,..... Can you not? “@JetBlue: Our fleet's on fleek. http://t.co/udPq0flIQo”,,,,
2,965,"@SouthwestAir that was supposed to say ""boo"" not book. booo.",,,,
2,966,“@JetBlue: Our fleet's on fleek. http://t.co/tEjrN09tfw” NOOOOOOOOOOOOOOOOOO,,,,
4,967,@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,,,,
4,968,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!",,,,
2,969,@SouthwestAir How many tickets are left?,,,,
2,970,"@JetBlue absolutely, my girlfriend and I will be Flight Booking Problems our Mexico flights in the next day or two, will send a Tweet when it's done!",,,,
2,971,“@JetBlue: Our fleet's on fleek. http://t.co/3Ltx7JKBo9” is fleek dead yet now?,,,,
4,972,@JetBlue I did...#FlyFi worked well and was free aboard this flight,,,,
2,973,“@JetBlue: Our fleet's on fleek. http://t.co/BBM6PAbORt” &lt,&lt,Now THAT is fuckin funny. 😂,,
4,974,@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5,,,,
0,975,@JetBlue It's not so much the delays as the fact that the flight is still coming up as on time on your app. Just give us an honest estimate,,,,
4,976,@SouthwestAir Black History Commercial is really sweet. Well done.,,,,
0,977,@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF,,,,
4,978,@southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer,,,,
4,979,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,,,,
2,980,@SouthwestAir is the vinyl part of the prize too?,,,,
4,981,@JetBlue thanks!,,,,
0,982,@SouthwestAir although I'm not happy you Cancelled Flighted my flight home tomorrow (phx to atl then dca) I am happy on how easy it was to rebook,,,,
0,983,"@JetBlue where is the ""award winning service""?",,,,
0,984,@USAirways color me confused but why would i need to call and do this. Update your procedures and policies. You can see who is connecting,,,,
0,985,@USAirways and no offers to provide us with a hotel or anything for a flight that is over 19 hours away!,,,,
0,986,@JetBlue what's the delay if the system isn't down?,,,,
2,987,STAHHPPP!!! RT @JetBlue: Our fleet's on fleek. http://t.co/VHFJGneOZO,,,,
2,988,@VirginAmerica New marketing song? https://t.co/F2LFULCbQ7 let us know what you think?,,,,
0,989,@JetBlue I'm over that honestly just would like to get going on the journey.,,,,
2,990,@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,,,,
0,991,"@JetBlue then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it",,,,
4,992,"@USAirways with the weather mess in the South, I missed my connection in CLT. Impressed though with the Cust Serv phone reps today.",,,,
2,993,"@united After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation..",,,,
0,994,@JetBlue @Amagrino will you cover the cost of my car service waiting time?!,,,,
0,995,@USAirways flight 838 now leaving after 6 hour mechanical delay. Need lodging voucher and meals tonight in st Thomas who do I see?,,,,
4,996,@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?,,,,
2,997,“@JetBlue: Our fleet's on fleek. http://t.co/PULp4i0w96” smh,,,,
2,998,@USAirways  how does one downgrade a flight?,,,,
4,999,"@SouthwestAir Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month,will you all grant me 1 free trip",,,,
4,1000,"@SouthwestAir your social media team just said ""sorry"". Thankfully submitting a complaint got resolution from an amazing rep who called.",,,,
2,1001,@AmericanAir followback,,,,
2,1002,You don't have to do this “@JetBlue: Our fleet's on fleek. http://t.co/iZfofgjzUi”,,,,
0,1003,@JetBlue isn't this something YOU should do?!  Why should I tell your crew how to do their job?,,,,
0,1004,"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.",,,,
0,1005,@USAirways not impressed with your customer service. everyone has been unhelpful and incredibly rude.,,,,
0,1006,@united fuck you for not caring 😢,,,,
0,1007,"@JetBlue JFK T5 north check in. 3 bag drop ladies, 1 has been checking in someone for the entire time; another doing check ins too.",,,,
4,1008,@united thank you! I wish the lady in Little Rock had told me that in the morning when I asked her,,,,
0,1009,@USAirways care to elaborate on why CHA to DCA is Cancelled Flightled this evening?,,,,
2,1010,@USAirways sorry I didn't realize I wasn't following you,,,,
2,1011,@JetBlue How can I check that? I do not believe I was given a credit for that automatically. :/,,,,
2,1012,@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.,,,,
2,1013,@JetBlue tell the truth - this is a pic of your social media community managers isn't it? http://t.co/e2AXlqzWvh,,,,
2,1014,"@VirginAmerica Or watch some of the best student films in the country at 35,000 feet! #CMFat35000feet http://t.co/KEK5pDMGiF",,,,
0,1015,@JetBlue 5hrs on Tarmac yest b4 Cancelled Flight @12am.Today 3+ hr delay. Why not send txt/email re: JFK closed &amp, saved all trip 2 sit @airport again?,,,
2,1016,@JetBlue but Virgin has wifi 👀,,,,
2,1017,"@united thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?",,,,
2,1018,"@AmericanAir My chariot tonight. From this angle it looks like a 787, no? http://t.co/3ZZKQWWbJz",,,,
0,1019,"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming",,,,
0,1020,@united I unfortunately didn't get her name :( she was not nice!,,,,
4,1021,@JetBlue Thank you!,,,,
4,1022,@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job,,,,
0,1023,@united you guys are horrible! First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be 30min for a gate,,,,
2,1024,@AmericanAir yikes.,,,,
2,1025,@AmericanAir could you check if there is SWU (typo in last post) space on AA199 MXP-JFK Feb 28th? Thanks,,,,
0,1026,@united we rebooked and disappointed we have to wait a whole day to start our vacation. At these fares United should have top notch service,,,,
2,1027,@SouthwestAir @Imaginedragons I tried. 😔 It's okay,,,,
2,1028,😂😂 RT @JetBlue: Our fleet's on fleek. http://t.co/rinzYSK6kI,,,,
2,1029,"@united Thank you, ^JH, appreciate the prompt responses--me and other passengers will be doing so.",,,,
4,1030,@SouthwestAir has the best customer service!,,,,
0,1031,@USAirways 3rd connecting flight delayed but still cannot make it &amp, still unable to speak to a real person,,,
4,1032,@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.,,,,
0,1033,"@JetBlue Yoga it is. TV service seems to be down though :-(
I look forward to that do much!",,,,
0,1034,@SouthwestAir some woman gets on plane and holds 2 seats in the bulkhead for her friends with C boarding passes. I paid $ earlybird thx,,,,
2,1035,@united please upload the March on-demand entertainment listing on your website! ✈️,,,,
0,1036,"@USAirways your customer service is a joke. First a mechanical Cancelled Flightation, now weather. On hold since 5:30 am. No humans. Pls call me!",,,,
4,1037,@SouthwestAir Thanks. I'll keep checking. I'm trying to book our first Disney World vacation.,,,,
0,1038,@USAirways Now going on 26 minutes on hold.,,,,
2,1039,"@SouthwestAir briughy me to @ComClassic, #AIF2015 &amp; so much more with the #agcommunity",,,,
0,1040,@USAirways this travel day sucks but Malcome K at gate 39 rocks.  This guy is the brand you want to be. Replicate his approach and style.,,,,
2,1041,❤️❤️❤️“@JetBlue: Our fleet's on fleek. http://t.co/UHUmAskLdv”,,,,
2,1042,@JetBlue Just got the time to reply and share my thoughts in greater detail via web form.,,,,
2,1043,@united Definitely will!,,,,
4,1044,@JetBlue huge fan of great brands and people doing great things… you guys rock happy to share the love!,,,,
2,1045,"@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help",,,,
0,1046,@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!,,,,
2,1047,@JetBlue ok is I hope thy the Bahamas next,,,,
0,1048,@USAirways waiting all day at ATL since flight this am Cancelled Flightled. 1 standby told no seats and group of 15 shows up Late Flight and gets on to PHL,,,,
4,1049,@SouthwestAir hot stewardess flipped me off,,,,
0,1050,@united this 2 hr delay is a vacation buzzkill,,,,
2,1051,“@JetBlue: Our fleet's on fleek. http://t.co/LSYbgLF59j” let's keep it professional,,,,
2,1052,@SouthwestAir how do get priority seating after you already paid for the flight,,,,
0,1053,@AmericanAir why would I pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?,,,,
2,1054,@VirginAmerica @ladygaga @carrieunderwood - Carrie!,,,,
2,1055,@united where is my flight voucher?,,,,
0,1056,@USAirways according to @wtop DCA seems to be recovering nicely from yesterday's snow so why are you Cancelled Flightling flights out there?,,,,
2,1057,@united. It's not my first time flying to the US. I have medical info. Looking for practical like my adapted seat cushion allowed on?,,,,
2,1058,No. RT @JetBlue Our fleet's on fleek.,,,,
4,1059,@SouthwestAir all good now. Going to make it to Boston on time. I'm actually on your wifi right now,,,,
0,1060,"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?",,,,
0,1061,@USAirways you can't control the weather but you can control customer service. Without luggage for 24 hours &amp, still yet to speak to a human.,,,
2,1062,Oh wow. #sm “@JetBlue: Our fleet's on fleek. http://t.co/l0i8fnz3KU”,,,,
4,1063,@SouthwestAir you guys are awesome... #dontchangeathing #luv,,,,
0,1064,@united no. I need you to have more than 2 agents at check in.,,,,
2,1065,@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,,,,
4,1066,@united Thanks for the timely service &amp, great staff getting my wife and me to and from Cancun this past week for our honeymoon.,,,
4,1067,@SouthwestAir just did last night. Thanks for following up. :),,,,
0,1068,"@jetblue all your online resources  say we're on time, but clearly we are not.  This is not very information age of you...",,,,
2,1069,"@JetBlue hi guys, do you have a general enquires email address please? Thanks David.",,,,
0,1070,"@JetBlue I know, but I wanted to pass it along. Not good for the ""T5 experience"" esp for someone who flies 2-3 times a month.",,,,
0,1071,@USAirways if I try and call your reservations line will someone answer the phone now or will I be on hold for an hour again?,,,,
2,1072,@united what's a girl gotta do to get a flight name change when SHE bought one for a mean ex boyfriend and needs a girl's trip stat?!,,,,
2,1073,“@JetBlue: Our fleet's on fleek. http://t.co/t2qBGAMfpc” this happened,,,,
4,1074,"@SouthwestAir Great, thank you. Best of luck dealing with this horrible winter.",,,,
0,1075,@JetBlue @CookJaycook123 the only update we get is that they have no idea when we will get an update. Way to go. #hopeless,,,,
4,1076,@SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.,,,,
2,1077,💯💯💯 RT @JetBlue: Our fleet's on fleek. http://t.co/SrM13qbRZD,,,,
4,1078,@SouthwestAir Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.,,,,
4,1079,@SouthwestAir thanks for your assistance..you guys ROCK!!💯,,,,
0,1080,@SouthwestAir fyi the link in your baggage incident email redirects to a 404 on mobile. The link auto changes on mobile. Desktop works fine.,,,,
0,1081,@united never flying United again! Worst experience ever,,,,
2,1082,@AmericanAir amen!,,,,
2,1083,@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb,,,,
2,1084,“@JetBlue: Our fleet's on fleek. http://t.co/mpi4yuo9jR” Oh word!!!!??????,,,,
2,1085,“@JetBlue: Our fleet's on fleek. http://t.co/y5qE9HcQzT” why.,,,,
0,1086,@USAirways NOW they're not even accepting calls AT ALL! Come on.,,,,
2,1087,"@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it.",,,,
2,1088,@JetBlue Do you have any flights with lie flat seating from STL to PDX on or around the date of March 5?,,,,
0,1089,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,,,,
2,1090,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews first but Lady Gaga wow'd me last night. Carrie? Meh.,,,,
0,1091,@VirginAmerica - Your site seems a little wonked right now. May want to have a look. Tried on two browsers. No CSS? http://t.co/8qsQMM7KF2,,,,
4,1092,@USAirways Flight # 604. Thanks.,,,,
0,1093,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!,,,,
0,1094,@usairways 3rd time cut off after 10+ minutes on hold with Chairmans desk?!??? Wth how are we supposed to rebook Cancelled Flightled flights?!?!?,,,,
0,1095,"@united : flight delayed by 24 hours, lost my wallet, have no money to eat or sleep yet your representatives will not help.#unitedsucks",,,,
2,1096,@AmericanAir any delays on tonight's flight from DFW to SAT? I have family members on board.,,,,
0,1097,@SouthwestAir no I wasn't. After over an hour was too frustrated and had to hang up.,,,,
0,1098,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues,,,,
0,1099,@JetBlue thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE,,,,
0,1100,@united  I understand that but why should I pay to change if it was a problem with your plane. If it was weather I would understand,,,,
0,1101,@SouthwestAir FIND A WAY TO Cancelled Flight FLIGHT 310!!!!!!!,,,,
2,1102,@united #UnitedAirlines Any other way ORD to ABQ anytime within the next 7 hours?,,,,
4,1103,"@JetBlue's #ValentinesDay email was on point &amp; so clever! Thanks for being amazing, #JetBlue! #loveisintheair http://t.co/DoCmvoTWTI",,,,
4,1104,@JetBlue's CEO battles to appease passengers and Wall Street - http://t.co/uy28D1UEgX http://t.co/vJFV7KSGcQ,,,,
2,1105,"@united I am buying 2 yo own seat on 3 legs of intl trip, car seat? Required? If not- then allowed? Can child still sit w/mom after takeoff?",,,,
0,1106,"@USAirways my friends are stuck at KPHL and not getting any help from anyone, can you guys contact them please?",,,,
4,1107,@united Sure did! Only waited about 15min. Yay!,,,,
2,1108,“@JetBlue: Our fleet's on fleek. http://t.co/RLWBJ80mA5” r u serious,,,,
0,1109,@USAirways a member of your staff at PHL just gave us excellent customer care. Shame the same couldn't be said for the past 24 hours.,,,,
4,1110,@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! 😀@Tinman2IronMan @meggersrocks,,,,
4,1111,@united ooh thanks!,,,,
4,1112,"@SouthwestAir been with my GF for 2.5yrs, she's from SF &amp; I live in Tulsa. SWA always takes me there to see my love! #SouthwestLuvSweeps",,,,
0,1113,@united employee=faceless. Don't throw them under the bus. Starts with management. I'm almost a million miler and own my own company. 1/2,,,,
4,1114,@united thank you! 😊,,,,
0,1115,@USAirways No thank you. @AmericanAir was responsive &amp, I found alternate travel home.,,,
2,1116,“@JetBlue: Our fleet's on fleek. http://t.co/5KshTUe6Q0” 😂,,,,
0,1117,@usairways Cancelled Flighted and rescheduled. said I'd have to pay $75 for earlier flight at next gate. Today @delta proactively offered same for $0,,,,
2,1118,@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance,,,,
0,1119,@VirginAmerica and it's a really big bad thing about it,,,,
4,1120,Is expiring the @united offer to buy or transfer #United #MileagePlus miles with discount? Many offers during a year http://t.co/6tz6imqZlG,,,,
4,1121,@JetBlue thanks!,,,,
2,1122,"@AmericanAir when changing dest city on an award for a reservation party of 4, is fee $150 for each pax or 150 for first and 25 for rest?",,,,
0,1123,@JetBlue your agent told us TSA didn't have a crew to get bags!,,,,
2,1124,.@AmericanAir Hopefully it's all fixed. They've got a new aircraft for us- just waiting to board.,,,,
2,1125,@AmericanAir Can you provide guidance on how I should work with them to resolve the issue,,,,
0,1126,@united is a joke.  Lots of angry people at IAH this AM.,,,,
0,1127,@united is by far the worst airline ever 😡😡,,,,
4,1128,@SouthwestAir about time! Thank you!,,,,
0,1129,@USAirways been on hold 2 hours for a Cancelled Flighted flight. I understand the delay. I don't understand you auto-reFlight Booking Problems me on TUESDAY. HELP!,,,,
2,1130,Just sent thank u RT @united: @goodenufmother Please DM your confirmation number if reFlight Booking Problems is needed. Thank you. ^EY,,,,
2,1131,@USAirways Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone,,,,
4,1132,@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,,,,
0,1133,"@USAirways @msscottwg  ""That's unusual"" means we screwed up but will never admit to it!  #GoingForGreatnessFAIL",,,,
2,1134,"Yessir RT “@AmericanAir: @yourlocalnyer Good morning, Rob. We're showing the flight to sunny Mexico just pushed off the gate.”",,,,
0,1135,"@SouthwestAir Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no points, drink, transport. #nolove #cali",,,,
4,1136,@SouthwestAir nice work on the update!,,,,
2,1137,@USAirways so it's a $25.00 bag fee for a golf bag on a domestic flight?,,,,
2,1138,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",,,,
0,1139,@USAirways And the lies continue. Just waited another hr to get boarding passes for flight supposedly created today which is now Cancelled Flightled?!,,,,
4,1140,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,,,,
0,1141,@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.,,,,
2,1142,@JetBlue i hate the internet lol,,,,
4,1143,@SouthwestAir THANK YOU for finally making your boarding passes work with passbook,,,,
4,1144,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍,,,,
2,1145,@AmericanAir @USAirways I need to Cancelled Flight a flight I booked earlier tonight. Are you able to do it over Twitter?,,,,
0,1146,"@USAirways @ALfamilyoffour maybe if there was anyone answering the phone they would. ""Please call back Late Flightr"".For 18 hours? Not good enough",,,,
2,1147,@SouthwestAir #Vegas I was there 5 days ago. Miss the  Warm Weather,,,,
0,1148,@JetBlue I understand but wish you would have announced the delay 2 hours earlier vs sitting for 2 hrs at MCO,,,,
4,1149,"@united That made me so mad, but then I called the bag number, and that person was helpful and told me where the bag really was. (2/2)",,,,
2,1150,@united please see dm!!,,,,
4,1151,@JetBlue tried again. Lovely customer service. Thank you!,,,,
4,1152,@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,,,,
2,1153,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt,SEA!!!  🍷👍💺✈️,,,
2,1154,"@united 8602947, jon at http://t.co/58tuTgli0D, thanks.",,,,
4,1155,@SouthwestAir Great job!! Looking forward to my next trip being able to use this new feature!,,,,
2,1156,@VirginAmerica @ladygaga @carrieunderwood After last night #tribute #SoundOfMusic #Oscars2015 @ladygaga! I think @carrieunderwood agree,,,,
2,1157,@AmericanAir I need help Cancelled Flighting an upcoming flight made with AAdvantage miles. Record locator HFJKTO. Can someone please assist?,,,,
2,1158,@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P,,,,
2,1159,@JetBlue lord...,,,,
4,1160,@JetBlue to offer service from Daytona Beach to New York - Albany Business Review http://t.co/dUhBJ41jHx,,,,
0,1161,@USAirways the link doesn't work..,,,,
4,1162,@JetBlue Thank you for your excellent customer service - resolved issue quickly.,,,,
2,1163,@SouthwestAir Could you maybe hook (@FuyukaiDesuYo ) with some imagine dragon tickets tonight! SHES a HUGEEEEE FAN &amp, would really love to go,,,
0,1164,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad,,,,
0,1165,@USAirways u guys suck,,,,
0,1166,"@JetBlue just had a horrible experience with check in agent at fort myers, I'll document and send details, off to Boston",,,,
0,1167,@JetBlue get flight 16 into the air,,,,
2,1168,"@USAirways  I need to email customer service for help and a question, can you please provide the email address?",,,,
2,1169,@SouthwestAir if I am enrolled in the ATL companion pass offer and booked 3 flights already before May 17 when can I start using the pass?,,,,
4,1170,@USAirways  glad to be home and that your great people got me home safely. Sad for others who didn't get back bc of scheduling problems.,,,,
4,1171,"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",,,,
0,1172,@USAirways Three hour delay from Miami to London.  None of the other flights today are delayed. Put me on another flight!,,,,
2,1173,"@VirginAmerica @ladygaga @carrieunderwood all are great , but I have to go with #CarrieUnderwood 😍👌",,,,
2,1174,@united I hope so too,,,,
0,1175,@JetBlue is blaming @TSA for flight 584 luggage debacle!  #luggagegate,,,,
0,1176,@JetBlue Appreciate the heads up at 10:45 that my 11am flight was delayed bc the crew is stuck in Boston #communicationFAIL #dobetterJetBlue,,,,
0,1177,@JetBlue Something to think about when you are dealing with PEOPLE!!!!!  Just wrong.  No excuses. Figure it out &amp, expect the unexpected,,,
0,1178,@USAirways my option is to use twitter. Most of the people working for u have no clue what they do. they tell you to go to A4 but its b16,,,,
4,1179,"@JetBlue Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby",,,,
4,1180,@SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan,,,,
2,1181,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM,,,,
0,1182,@USAirways on delayed flight from Phil to stt and looks like we'll miss the car ferry to at john where our lodging is. Help with housing?,,,,
0,1183,@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel,,,,
